Sent	NegAdj	Noun	Adj	Fq	AdjFq
POS	A	Německo	veselý	117	14.7841101162763
NEG	A	Moldavsko	poslední	233	43.7715539835301
NEG	A	Slovensko	omezený	239	36.0553200092982
POS	A	Nizozemsko	rozhodující	204	33.9456224375632
POS	A	Čech	špičkový	578	93.0729140959497
POS	A	Itálie	jednoduchý	346	55.3721008765977
POS	A	Francouz	tradiční	434	76.4190747894025
POS	A	Německo	předchozí	1599	224.928333380919
NEG	A	Brit	poslední	1923	333.75137695006
NEG	A	Polsko	nízký	2167	347.368961145709
NEG	A	Francouz	zraněný	253	100.546509778743
NEG	A	Francie	extrémní	267	41.7121938476908
POS/NEG	A	Číňan	drahý	184	31.5340788640227
POS	A	Američan	úžasný	198	32.5195835134633
NEG	A	Rakousko	napjatý	72	12.4547248302044
POS	N	Francie	tradiční	163	26.2749474665253
POS	N	Polsko	příjemný	184	30.9359843301289
NEG	A	Ukrajina	smutný	84	13.7378377412585
NEG	A	Ital	špatný	566	96.0260113069462
POS	A	Čína	lidský	5810	1117.57832582269
NEG	A	Číňan	poslední	867	156.797222101942
NEG	A	Rus	pohanský	23	11.6059227529475
NEG	A	Rom	nemocný	104	19.0400694447695
NEG	A	Rusko	chaotický	101	24.7444599617739
POS	A	Čína	definitivní	92	11.8311406748471
POS	A	Rom	duchovní	73	14.6438582405733
POS	A	Kazachstán	významný	147	25.1608681265814
POS	A	Rus	úspěšný	536	109.906649157761
POS	A	Rakousko	rozumný	99	12.0461026089868
NEG	A	Německo	trpící	62	10.7865232340186
POS	N	Američan	šťastný	158	35.4323921896398
POS	A	Němka	vítězný	417	266.4158413515
NEG	A	Čína	sporný	288	44.4709596632276
POS	A	Kazach	bohatý	26	14.1010854341737
POS	A	Angličan	dokonalý	54	14.7673786927358
POS	A	Slovensko	snadný	271	45.7913964003437
NEG	A	Američan	bláznivý	115	46.7810072716893
POS	A	Rom	úspěšný	385	110.011565635436
POS	A	Slovensko	příjemný	389	58.6588856382048
NEG	A	Slovensko	zklamaný	82	15.371067502692
NEG	A	Polsko	složitý	435	71.9463567640246
POS	A	Čech	půvabný	88	15.0685391361521
NEG	A	Čech	drzý	68	21.9907327893312
POS	A	Čech	snadný	762	171.01317965176
POS	A	Rus	dokonalý	74	12.9404410012334
POS	A	Vietnam	významný	244	41.0648803002311
POS	A	Itálie	elegantní	80	11.7838657510801
NEG	A	Ukrajinec	nízký	103	15.2363681105097
POS	A	Polák	chytrý	47	11.6194372913413
POS	A	Číňan	vhodný	74	13.3251098427017
POS	N	Čína	jistý	83	15.3313939137127
NEG	A	Slovensko	zraněný	302	50.0981984614151
NEG	A	Rakousko	špinavý	118	16.9096565598161
POS	A	Angličan	skutečný	85	21.0835128284617
POS	A	Itálie	záchranný	230	30.1837645594443
POS	A	Rakousko	úspěšný	1119	173.839640153669
POS	A	Cikán	krásný	70	10.7732666656686
NEG	A	Američan	závislý	189	53.4049460371615
POS	A	Čína	pozoruhodný	186	30.0391249275355
NEG	A	Rusko	komplikovaný	236	38.6215576832625
POS	A	Francie	jednoduchý	504	74.1777880670858
NEG	A	Němec	důrazný	148	40.9208593512225
POS	A	Slovák	super	90	16.9361870848864
NEG	A	Maďarsko	radikální	143	19.7007173949621
POS	A	Polák	úžasný	56	11.2779918398881
NEG	A	Rusko	slábnoucí	64	13.1153572734455
POS	A	Polák	obranný	124	19.0567403442297
NEG	A	Slovák	dramatický	157	24.5662105638663
POS	A	Francie	důstojný	78	12.5336530890842
POS	A	Čína	pravý	296	59.203938194332
NEG	A	Polák	obtížný	88	13.0549049133651
NEG	A	Francouz	nemocný	68	17.4311733264717
NEG	N	Německo	závislý	698	107.575889410643
POS	A	Rumunsko	schopný	140	18.5992531196327
POS	A	Rusko	důstojný	118	19.8860314411995
NEG	A	Němec	zuřivý	51	13.3857865757497
NEG	A	Rakousko	klíčový	506	80.8777087153862
POS	A	Ital	super	73	11.0215982882114
POS	A	Němec	úspěšný	1369	263.255238814116
NEG	A	Čína	tvrdý	876	173.989117171526
NEG	A	Rakousko	tajný	509	77.5981106555741
POS	A	Slovenka	rozhodující	58	11.3570536055842
POS	A	Rakousko	revoluční	116	17.8641485833975
POS	A	Rusko	pohodlný	72	12.8568631729933
POS/NEG	A	Francie	drahý	849	166.829904378396
NEG	A	Slovensko	drtivý	269	40.9742425768167
NEG	A	Rom	obviněný	245	87.5907676316886
POS	A	Číňanka	výborný	42	17.2928274884157
POS	A	Rom	opravdový	51	12.4710987711958
POS/NEG	A	Francie	ohromný	182	33.3531675168337
POS	A	Rusko	statečný	90	14.9717535089993
POS	A	Američan	prestižní	550	77.1134936051416
POS	A	Rakousko	zajištěný	84	11.3683531568107
NEG	A	Němec	silný	2496	514.239588610736
NEG	A	Brit	tvrdý	267	53.4185654595283
NEG	A	Maďarsko	závislý	130	21.9647140425827
POS	A	Itálie	nadějný	106	17.6466103468193
POS	A	Francouz	výborný	421	129.393170468193
POS	A	Čína	sofistikovaný	67	12.078346424817
POS	A	Polák	slavnostní	137	17.312788992502
POS	A	Němec	klidný	288	51.9196769766311
POS/NEG	A	Francouz	velký	5902	1108.65957776531
POS	A	Rakousko	dohodnutý	71	13.5296719146571
NEG	A	Němka	poražený	45	19.6908004591194
NEG	A	Vietnamec	obviněný	136	67.9105436756662
NEG	A	Francie	teroristický	1378	251.472166610958
NEG	A	Rumunsko	zvláštní	188	28.4594676504315
NEG	A	Bělorus	obyčejný	24	20.69329004329
POS	A	Nizozemsko	tradiční	341	57.4859401667896
NEG	A	Německo	sporný	336	47.3255434752304
POS	N	Rom	kvalifikovaný	79	20.8918758740274
NEG	A	Američan	vyděšený	39	15.0489336358736
NEG	A	Kurd	silný	96	14.8142035403255
NEG	N	Čína	omezený	73	16.1894873320768
POS	A	Německo	dobrodružný	182	33.6205383064591
POS	A	Francouz	rozsáhlý	99	17.0947692598711
POS	A	Slovensko	vynikající	616	88.0484254074001
POS	A	Vietnam	základní	136	19.0765263801346
NEG	A	Ukrajinec	obviněný	125	59.9015526358173
POS	A	Rakušan	aktivní	94	18.7730333761576
NEG	A	Polsko	obyčejný	160	20.8826387726295
NEG	A	Rusko	domnělý	70	12.1670459483976
POS	A	Rusko	šťastný	344	49.08015119657
POS	N	Rusko	tradiční	139	22.3893136489307
POS	A	Rakousko	skutečný	321	43.5734184939559
POS	A	Čech	aktivní	1213	354.225918679862
POS	A	Slovák	zvýšený	111	20.4056812435524
NEG	A	Polák	agresivní	95	21.3370975503888
POS	A	Američan	luxusní	229	31.8125987397815
POS	A	Německo	hrdý	256	47.7753224806057
POS	A	Rus	sociální	285	34.0907721191783
NEG	A	Rus	nepřátelský	113	19.8931220058772
NEG	A	Rumun	agresivní	35	16.0677299308878
POS	A	Polsko	zábavní	72	11.1928526056004
NEG	A	Čech	obézní	308	104.91116703878
POS	A	Američan	vítaný	61	17.0730565740539
POS	A	Ruska	skvělý	88	18.833971274871
NEG	A	Němec	špatný	2476	432.348021872036
NEG	A	Německo	divoký	555	81.3107609868435
POS/NEG	A	Slovák	drahý	168	36.1950030157777
POS	A	Francouz	možný	480	68.4593423029756
NEG	A	Čech	kritický	483	106.758670484028
NEG	A	Rumunsko	údajný	96	16.6404270860382
POS	N	Čech	schopný	81	21.5107818475422
POS	A	Rakousko	významný	1755	257.06779133867
POS	A	Rom	prospěšný	303	41.3285451865839
NEG	A	Čína	extrémní	111	19.6184213860452
NEG	A	Ukrajina	tajný	360	50.6797809463197
NEG	A	Itálie	extrémní	115	17.2768230624445
NEG	A	Bulharsko	původní	125	19.3635321578474
POS	A	Ukrajina	hluboký	164	24.8494498710953
POS	A	Německo	lidský	1178	127.595991197805
POS	A	Číňan	základní	165	24.9504806958859
POS	A	Němec	snadný	407	75.0402304996395
NEG	A	Polsko	podezřelý	381	63.7083399808271
POS	A	Němec	jasný	1591	253.482723196129
POS	A	Brit	pravý	160	35.2680917693126
POS	A	Češka	cenný	126	18.6441685559903
POS	A	Brit	schopný	243	47.6394904917668
POS	N	Čína	stabilní	58	12.2359508452691
POS	A	Nizozemsko	základní	859	128.805597246935
POS	A	Rusko	výjimečný	390	73.6869464769552
NEG	A	Rus	ostrý	171	26.1648898682282
NEG	A	Rusko	poškozený	68	11.3522431997359
POS	A	Nizozemsko	předběžný	69	10.4825376666756
POS	A	Rom	mimořádný	125	15.9098770267554
NEG	A	Rakousko	rizikový	87	10.9593425046093
NEG	A	Itálie	slabý	575	110.505998223367
NEG	A	Cikán	špinavý	125	75.7068539711922
NEG	A	Rakousko	těžký	1005	154.998546682205
NEG	A	Německo	dramatický	715	114.289973343294
NEG	A	Slovák	brutální	88	17.8099957510097
POS	A	Češka	zkušený	135	52.3161283886438
POS	A	Čech	spolehlivý	258	57.3512468429759
POS	A	Brit	originální	53	10.4970420610494
POS	A	Cikánka	krásný	42	23.8149470899471
POS	A	Německo	možný	5026	773.660116932349
POS/NEG	A	Číňanka	velký	251	45.3259132914027
NEG	N	Brit	závislý	130	21.6854900653156
NEG	A	Čína	zraněný	98	14.1867353630449
NEG	A	Rakousko	odsouzený	84	14.0760925256454
POS	A	Čech	citlivý	435	113.241249691642
POS	A	Ital	příjemný	107	23.0402122813692
POS	A	Francie	sladký	1177	953.552170548257
NEG	A	Itálie	předpokládaný	72	12.05948354461
POS	A	Američanka	prestižní	94	13.3313276723875
NEG	A	Slovák	agresivní	74	28.1642301870243
POS	A	Slovák	sociální	533	71.2096800463278
POS	A	Německo	statečný	70	11.7388364544476
POS	A	Rakousko	získaný	107	14.3757695527079
NEG	A	Čech	zoufalý	182	59.1375742679064
POS	A	Nizozemsko	slavný	280	51.4327859889348
POS	A	Němec	věnovaný	194	36.8194062206569
POS	A	Němka	slavný	142	69.3415652905696
NEG	N	Polsko	poražený	37	16.9364433544159
NEG	A	Američan	protestní	42	10.339824859523
POS	N	Polsko	vyhovující	60	10.0335959265738
NEG	A	Nizozemec	poražený	39	11.4576248054105
POS	A	Francie	elegantní	97	16.786727673232
POS/NEG	A	Čech	důležitý	3942	743.920166785151
NEG	A	Polsko	zastaralý	76	10.9030098167624
NEG	A	Němec	diskriminační	60	10.2433083351636
POS	A	Nizozemsko	cenný	162	31.5131246166477
POS	A	Čech	ochotný	1766	601.989928441258
POS	A	Rus	jednotný	110	14.4233719895612
POS/NEG	A	Ukrajina	vážný	342	62.811770013238
NEG	A	Francie	oslabený	115	37.6143432065733
NEG	A	Ukrajinec	obžalovaný	169	74.7294816662631
POS	A	Rusko	dobrodružný	84	15.6456193795548
NEG	A	Američan	přísný	280	51.4007001273979
POS	A	Rus	pevný	110	21.6488226860196
POS	A	Němec	rád	3031	666.287862474365
NEG	A	Francie	falešný	235	37.3799255311305
NEG	A	Brit	podezřelý	210	65.8277338311162
NEG	A	Ukrajina	nevyzpytatelný	41	20.331005934051
POS	A	Bulhar	skvělý	60	16.5371275863616
POS/NEG	A	Češka	vážný	81	11.137380068517
NEG	A	Čína	nemocný	76	12.4687291024565
POS	N	Američan	pohodlný	44	11.6020532245532
NEG	A	Ukrajinec	agresivní	34	13.2207661095819
POS	A	Francie	nádherný	316	61.2033270102743
POS	A	Rakousko	úžasný	103	15.1720060421747
NEG	A	Vietnam	podezřelý	55	10.7631140750839
POS	A	Slovák	prestižní	286	55.5718481087157
NEG	A	Francie	pouhý	827	131.163170325623
NEG	A	Slovensko	válečný	436	80.9986855030352
POS	A	Rusko	mírumilovný	63	15.7862665577922
POS	A	Čech	ochranný	247	42.2834463987849
POS	A	Nizozemec	liberální	47	11.931550587732
POS	A	Rusko	chytrý	128	23.4247549625216
POS	N	Německo	lidský	75	12.2157841531194
NEG	A	Čech	trpící	90	50.6877344147081
POS	A	Američan	předběžný	100	18.7685189228349
POS	A	Německo	neuvěřitelný	401	53.3018812975859
POS	N	Slovensko	úspěšný	195	34.3696475487859
NEG	A	Rusko	nesmyslný	211	31.7936740376106
POS	A	Američanka	vynikající	105	34.013913399901
POS	A	Vietnamec	jasný	78	11.1801386767766
POS	A	Německo	stabilní	562	110.85372467098
POS	A	Slovák	mimořádný	115	18.9208933833177
POS	A	Číňan	hrdý	94	27.0234807797384
POS	A	Německo	výborný	961	158.416907777815
POS	A	Rus	tradiční	436	72.9569828110545
POS	A	Nizozemec	fantastický	43	10.3679000223264
POS/NEG	A	Rumunsko	důležitý	415	71.2247607149284
POS	N	Slovensko	možný	142	22.2755881699461
POS	A	Rakousko	mírový	265	40.0135471915758
NEG	A	Rom	fašistický	106	12.7986206304904
POS	A	Polsko	věčný	118	42.2463386129974
NEG	A	Angličan	smutný	47	12.1638376622722
NEG	A	Brit	ztracený	65	19.6198986759664
POS	A	Čech	úžasný	460	87.7733480147455
NEG	A	Brit	trpící	29	14.0253984617006
POS	A	Německo	rozsáhlý	1390	242.92766198727
POS	A	Rumunsko	vhodný	66	11.2659595688047
NEG	A	Polsko	závislý	276	48.6237670742828
POS	N	Rus	šťastný	113	25.3569117788816
NEG	A	Francouz	obyčejný	157	88.328152523634
POS	N	Rusko	příjemný	415	80.4099806030423
POS	A	Rusko	nádherný	152	25.2194247075054
POS	A	Slovák	ochranný	62	11.1501764114344
NEG	A	Brit	takzvaný	157	25.975399639347
POS	A	Francie	věrný	231	49.1846860935669
NEG	A	Polák	bojovný	73	18.4970727944305
NEG	A	Rusko	katastrofální	217	45.5118182220044
POS	A	Slovensko	svatý	534	63.0373546736872
NEG	A	Bělorusko	údajný	63	11.9147661886837
POS	A	Rumunsko	přátelský	128	25.5028626091761
POS	A	Nizozemka	dobrý	160	29.4873922060867
POS	A	Bulharka	zkušený	22	12.4167581386622
POS	A	Čína	zkušený	159	19.9619378360764
POS	A	Rus	mimořádný	135	23.7762422069966
POS	A	Itálie	klidný	159	28.0381390510352
POS	A	Češka	šťastný	103	24.0908435499958
POS	N	Rusko	poslušný	47	10.8897102857841
NEG	A	Německo	děsivý	90	16.369914103017
NEG	A	Německo	imperialistický	54	13.810217343406
NEG	A	Nizozemsko	radikální	75	11.5302338098079
NEG	A	Německo	bolavý	72	10.1436712774286
POS	A	Čech	veselý	267	47.9055149904695
POS	A	Rakousko	předchozí	565	78.8781721357742
POS	A	Rusko	boží	89	12.5658511982395
POS	A	Rumun	možný	70	10.3171305947586
POS	A	Ital	hrdý	107	35.5527636113076
POS	A	Američanka	okouzlující	21	10.1040262515263
POS	A	Slovensko	mírový	148	17.324704647724
POS	A	Ukrajina	prestižní	140	15.2162902577336
POS	A	Čína	nadšený	110	23.5544195199839
NEG	A	Německo	silný	6740	1567.68161951387
NEG	A	Čína	propagandistický	64	11.2438082130574
POS	A	Brit	vhodný	89	14.3787500486616
POS	A	Vietnam	zajímavý	211	36.2892138171823
POS	A	Maďarsko	skutečný	253	32.6121840881665
NEG	A	Češka	zvláštní	81	10.5012562074222
POS	A	Američan	výhodný	243	44.2469593488155
POS	A	Polsko	ideální	252	42.7050964342703
POS	A	Američan	dokonalý	204	51.6178873957141
POS	A	Brit	hrdý	166	59.6902806488791
NEG	A	Slovensko	opuštěný	106	16.9317413386039
POS	A	Američan	přesvědčivý	74	12.2602665162932
NEG	A	Ukrajina	těžký	863	152.807996367315
POS	A	Polsko	rozhodující	408	62.1732264466125
NEG	A	Polák	odsouzený	55	20.2226314176543
POS	A	Francie	klidný	184	28.6289738684534
NEG	A	Čína	závislý	385	91.8881732584317
POS	A	Rus	svatý	319	135.838993541402
POS	A	Francie	snadný	378	70.020783939099
NEG	A	Bělorusko	slabý	174	62.8064815555753
NEG	A	Itálie	ostrý	296	54.2140364075463
POS	A	Francie	chráněný	118	17.5808864994679
NEG	A	Rus	špatný	955	185.575980580121
POS	A	Rusko	klidný	240	45.1933154921621
POS	A	Němec	výhodný	418	77.9906396894963
POS	A	Rakušan	nadějný	29	10.7487814374308
NEG	A	Češka	nízký	124	17.4578893576353
NEG	A	Němec	problematický	178	26.1976888058006
POS	A	Rom	rád	832	174.701074016688
NEG	A	Bulhar	zraněný	35	12.4605801976977
NEG	A	Maďarsko	tragický	61	14.9826808556604
NEG	A	Čech	agresivní	256	59.8146436952549
POS	A	Němec	pěkný	394	66.2698687694802
POS	A	Polák	aktivní	246	61.870096058769
NEG	A	Polák	unavený	40	14.2763573629673
NEG	A	Čech	rizikový	246	44.3681862097266
POS	A	Polsko	prestižní	641	81.7411633609158
NEG	A	Kazachstán	zvláštní	59	10.5134331047053
NEG	A	Němec	fašistický	180	29.277476424388
POS	A	Slovák	čestný	74	17.6533275693885
NEG	A	Itálie	těžký	1351	239.100887565467
POS	A	Polsko	výborný	478	86.1373297839407
NEG	A	Maďarsko	dramatický	156	27.8330129288886
NEG	A	Američan	šílený	146	39.6920506861646
NEG	A	Němec	obyčejný	468	217.145866165291
POS	A	Čech	vynikající	948	225.907866672479
NEG	A	Francouz	šílený	63	13.3975243035777
NEG	A	Čech	závažný	303	45.6157225837885
NEG	A	Němec	blbý	68	20.1315526506489
POS	A	Itálie	dokonalý	133	19.148313679286
POS	A	Německo	otevřený	1602	278.099987569514
NEG	A	Němec	strašlivý	105	16.4249043347092
POS	N	Německo	stabilní	86	17.2617288568488
POS	N	Ukrajina	příjemný	113	27.2822612585193
POS	A	Nizozemsko	fantastický	66	11.1226812931837
NEG	A	Rom	utlačovaný	24	10.4263161674926
POS	A	Nizozemec	možný	124	17.6455572254766
NEG	A	Maďar	takzvaný	104	16.3533058518659
NEG	A	Rumunsko	nevyzpytatelný	21	11.7007797270955
POS	A	Nizozemsko	významný	357	50.8058043296644
POS	A	Francouz	prestižní	204	25.2278929674589
NEG	A	Brit	obviněný	36	18.1752655869035
NEG	A	Čech	šílený	186	45.3372617059281
NEG	A	Rusko	zastaralý	161	24.8797139823254
POS	A	Brit	slavnostní	85	15.997888766428
POS	A	Rusko	obohacený	156	25.3148012053319
NEG	A	Polák	složitý	183	22.5575575568273
NEG	A	Polsko	opuštěný	69	12.4652060017984
NEG	A	Rom	zlý	145	28.6759395114984
POS	A	Němec	vítězný	1737	626.749167806616
POS	A	Němec	úžasný	173	29.9063479064461
POS	A	Maďar	skvělý	129	27.3816892647511
POS	A	Rusko	cenný	672	103.597786277603
POS	A	Češka	předchozí	152	30.9639353410192
POS	A	Francouz	vtipný	49	13.0068666412707
POS	A	Maďar	jistý	190	33.9747741827005
POS	A	Rakušan	schopný	159	20.8131278694568
POS	A	Slovák	skutečný	198	40.4747399361825
POS	N	Rusko	výhodný	258	64.8514179639925
NEG	A	Rumun	těžký	182	33.8183056464733
NEG	A	Francie	divoký	352	54.7896088357212
POS	A	Rusko	aktivní	800	164.70776904936
POS	A	Maďarsko	svatý	140	14.4941323702835
NEG	A	Rus	obyčejný	505	375.414847835213
POS	A	Francouzka	dobrý	528	91.0076249736573
POS	A	Polák	šťastný	154	32.0668489802744
POS	A	Nizozemec	skvělý	208	58.263041718639
NEG	A	Němec	těžký	2039	307.716719731443
NEG	A	Německo	unavený	104	16.4348106126491
NEG	A	Německo	palčivý	55	11.5383675141954
POS	A	Polák	skutečný	189	29.137121651598
POS	A	Německo	mocný	534	142.319954366514
NEG	A	Německo	podivný	214	30.9725771923241
POS	A	Američan	neuvěřitelný	347	57.3708639608524
NEG	A	Čech	sprostý	79	16.1295093848467
POS/NEG	A	Rus	ohromný	110	26.0986403246255
NEG	A	Němec	ztracený	244	52.2053718382181
POS	A	Němec	vítaný	63	11.209884220405
POS	A	Rus	úžasný	73	13.0536884088486
POS	A	Brit	vděčný	33	13.0371127087199
NEG	A	Slovák	složitý	127	18.6758482535077
NEG	A	Romka	zraněný	13	10.1322580645161
POS	A	Slovensko	liberální	284	44.8743276331539
NEG	A	Čína	unavený	46	11.5500707616
POS	A	Rumunsko	aktivní	113	20.5557479631223
POS	A	Slovensko	báječný	67	11.0513201515269
POS	A	Ukrajinec	sociální	142	16.6090327796184
POS	A	Rom	zvýšený	203	44.8817722145237
NEG	A	Francouz	postižený	64	18.8352274795631
POS	A	Američanka	šťastný	77	14.0642774434444
POS	A	Polka	slavný	41	17.0479498470878
NEG	A	Čech	rozdělený	109	14.5079531632104
POS	A	Číňan	bohatý	856	618.877774876195
POS/NEG	A	Francouz	důležitý	532	84.0872114344311
NEG	A	Čína	nepřátelský	116	23.4340617378887
NEG	A	Rusko	sužovaný	36	16.4492132422624
POS	A	Německo	realistický	91	11.2699441394654
POS	A	Německo	půvabný	90	13.8310643491096
NEG	A	Nizozemsko	zásadní	63	10.2839015556483
POS	A	Polák	super	80	11.0246378911862
NEG	A	Američan	frustrovaný	37	17.5582179854814
POS	A	Američan	napínavý	66	10.6478824877429
NEG	A	Rumun	obviněný	21	12.2828754578755
NEG	A	Polsko	obviněný	110	17.8794389347463
POS	A	Ital	snadný	114	16.4611265168932
POS	N	Rom	vyhovující	81	15.3024657293129
POS	A	Francie	správný	369	49.3708734446863
POS	N	Američan	příjemný	289	64.197756894661
POS	A	Polka	úspěšný	30	10.2498800954691
NEG	A	Bulharsko	poslední	1684	294.209473535987
POS	A	Brit	milý	39	13.3605441862635
NEG	A	Německo	ošklivý	54	14.0513167497582
POS/NEG	A	Rus	drahý	347	66.4075038767954
POS	A	Češka	milý	37	10.2370885401706
NEG	A	Němec	vysídlený	822	636.405942012476
NEG	A	Němka	dramatický	68	11.0137572387143
POS	A	Bělorusko	základní	499	71.2679105262729
POS	N	Polsko	výhodný	54	10.6730638722382
POS	A	Rakušan	pravý	153	38.2709843812818
POS	A	Slovák	zvědavý	50	10.9711332002236
POS/NEG	A	Kurdistán	velký	217	50.9748201685087
POS/NEG	A	Němec	velký	17327	2968.30504367926
NEG	A	Polsko	válečný	639	113.539792180374
POS	A	Brit	věrný	67	19.4346730067318
POS	A	Ukrajinec	základní	117	14.4811141199457
POS	N	Německo	skutečný	94	15.7734626657674
NEG	A	Vietnamka	falešný	17	10.7128278584161
NEG	A	Čech	oslabený	141	48.052631279633
NEG	A	Rus	divoký	167	28.8153061985799
NEG	A	Itálie	tajný	314	45.341821949516
POS	A	Čech	statečný	264	107.670768196372
NEG	A	Německo	slabý	1605	309.646428938761
NEG	A	Mongol	poslední	95	18.6455705810539
POS	A	Rus	zkušený	288	87.655580395308
POS	A	Ruska	výborný	58	19.1730131989613
NEG	A	Slovensko	útočný	112	18.0869848022311
NEG	N	Němec	poražený	53	20.8813725432525
NEG	A	Čech	tragický	518	96.9248123338252
POS	A	Ital	výjimečný	68	11.6336995355973
POS	A	Slovensko	optimistický	100	13.96996814823
POS	A	Brit	správný	157	42.7904150940192
NEG	A	Slovák	slabý	285	61.3047397951476
POS	A	Vietnamec	sociální	112	10.0980694453687
POS	A	Francie	mohutný	227	42.686089223326
POS	A	Polsko	schopný	762	115.250665570483
